# Expression Atlas
# Query: Genes matching: 'default query', specifically up/down differentially expressed in 1 comparisons  given the adjusted p-value cutoff 1 and log2-fold change cutoff 0 in experiment E-GEOD-153970
# Timestamp: Thu, 16-Mar-2023 02:36:02
Gene ID	Gene Name	'Severe acute respiratory syndrome coronavirus 2' vs 'mock' .foldChange	'Severe acute respiratory syndrome coronavirus 2' vs 'mock'.pValue
ENSG00000152240	HAUS1	0.1	0.776330805123718
ENSG00000152242	C18orf25	0.3	0.027061011444281
ENSG00000152256	PDK1	0.3	0.206849078708087
ENSG00000152270	PDE3B	-0.2	0.786719636507797
ENSG00000152284	TCF7L1	-0.1	0.906879591064271
ENSG00000152291	TGOLN2	-0.1	0.787992680594676
ENSG00000152348	ATG10	0.2	0.382064085477764
ENSG00000152377	SPOCK1	0.1	0.477468280483056
ENSG00000152380	FAM151B	0.4	0.373296500141216
ENSG00000152382	TADA1	-0.1	0.87382916568587
ENSG00000152404	CWF19L2	-0.4	0.212929385877613
ENSG00000152409	JMY	-0.2	0.461626550554963
ENSG00000152413	HOMER1	0.3	0.366832359361205
ENSG00000152422	XRCC4	-0.1	0.917152798950849
ENSG00000152439	ZNF773	0.1	0.777892013209039
ENSG00000152443	ZNF776	0.1	0.741625814967074
ENSG00000152454	ZNF256	-0.1	0.907361407510402
ENSG00000152455	SUV39H2	0.2	0.690077552485903
ENSG00000152457	DCLRE1C	0.2	0.552531294091296
ENSG00000152463	OLAH	0.5	0.190047968066717
ENSG00000152464	RPP38	-0.1	0.820160457907015
ENSG00000152475	ZNF837	-0.3	0.357164782534184
ENSG00000152484	USP12	-0.1	0.692872669425333
ENSG00000152492	CCDC50	0.2	0.220554409926487
ENSG00000152503	TRIM36	1.1	5.34032437050948E-5
ENSG00000152518	ZFP36L2	-0.2	0.256198346220567
ENSG00000152520	PAN3	-0.1	0.910428847511027
ENSG00000152527	PLEKHH2	-0.5	0.14890876856932
ENSG00000152556	PFKM	-0.3	0.0212161396979231
ENSG00000152582	SPEF2	0.2	0.805027406535739
ENSG00000152601	MBNL1	-0.1	0.678139233063838
ENSG00000152620	NADK2	-0.1	0.690653738812354
ENSG00000152642	GPD1L	-0.5	0.00276243641923236
ENSG00000152661	GJA1	0.1	0.890125010449796
ENSG00000152669	CCNO	-0.6	0.01034437071893
ENSG00000152683	SLC30A6	0.1	0.792977952018646
ENSG00000152684	PELO	0.2	0.364354099128092
ENSG00000152689	RASGRP3	0.3	0.568521863513269
ENSG00000152700	SAR1B	0.1	0.60638102665077
ENSG00000152749	GPR180	0.3	0.140439855102276
ENSG00000152763	DNAI4	-0.1	0.836585682648865
ENSG00000152766	ANKRD22	1.5	6.89771854444604E-11
ENSG00000152767	FARP1	0.1	0.528848757590596
ENSG00000152778	IFIT5	0.1	0.748467489842595
ENSG00000152782	PANK1	-0.6	0.0404444778896019
ENSG00000152784	PRDM8	-0.1	0.825874618241683
ENSG00000152795	HNRNPDL	0.2	0.200744202332272
ENSG00000152804	HHEX	-0.4	0.398907356912607
ENSG00000152818	UTRN	-0.2	0.317670101373992
ENSG00000152894	PTPRK	0.4	2.38776492410497E-4
ENSG00000152904	GGPS1	-0.1	0.889404040418073
ENSG00000152926	ZNF117	0.2	0.617733076117389
ENSG00000152939	MARVELD2	0.3	0.0149136038687929
ENSG00000152942	RAD17	0.1	0.696298515666726
ENSG00000152952	PLOD2	0.6	5.40583637873419E-6
ENSG00000152990	ADGRA3	-0.3	0.00592339694371374
ENSG00000153006	SREK1IP1	0.2	0.411938810155359
ENSG00000153029	MR1	-0.1	0.711311587926828
ENSG00000153037	SRP19	0.2	0.426230162905229
ENSG00000153044	CENPH	-0.3	0.560019567033822
ENSG00000153046	CDYL	0.1	0.603498157804418
ENSG00000153064	BANK1	-0.4	0.280080049148934
ENSG00000153071	DAB2	-0.4	0.0116836006429166
ENSG00000153094	BCL2L11	-0.3	0.45084391477096
ENSG00000153107	ANAPC1	-0.1	0.684713932942344
ENSG00000153113	CAST	0.2	0.0391243834771092
ENSG00000153130	SCOC	0.1	0.887772278044352
ENSG00000153132	CLGN	-0.3	0.637316179687045
ENSG00000153140	CETN3	0.2	0.429382322686698
ENSG00000153162	BMP6	0.4	0.420167030608122
ENSG00000153179	RASSF3	0.4	0.369159212997458
ENSG00000153201	RANBP2	-0.1	0.855182669377757
ENSG00000153207	AHCTF1	-0.2	0.316854291652605
ENSG00000153208	MERTK	-0.5	0.230595925535473
ENSG00000153214	TMEM87B	0.3	0.0389410923971435
ENSG00000153233	PTPRR	-0.3	0.441736971111454
ENSG00000153234	NR4A2	0.1	0.860629260620194
ENSG00000153246	PLA2R1	-0.4	0.0363851477790943
ENSG00000153250	RBMS1	0.4	0.00566625834066247
ENSG00000153292	ADGRF1	0.7	4.71138834604671E-5
ENSG00000153294	ADGRF4	0.3	0.0673130494397767
ENSG00000153310	CYRIB	0.1	0.584848448753529
ENSG00000153317	ASAP1	-0.1	0.584054788549451
ENSG00000153339	TRAPPC8	-0.1	0.856726304790101
ENSG00000153391	INO80C	0.2	0.526106618636194
ENSG00000153395	LPCAT1	-0.1	0.679369619898507
ENSG00000153404	PLEKHG4B	0.5	0.178768123876366
ENSG00000153406	NMRAL1	0.2	0.458715654093704
ENSG00000153485	TMEM251	-0.3	0.23211425170543
ENSG00000153487	ING1	-0.1	0.77622159861729
ENSG00000153531	ADPRHL1	-0.1	0.883231943140013
ENSG00000153551	CMTM7	-0.1	0.826585615451509
ENSG00000153558	FBXL2	0.2	0.576986644930066
ENSG00000153560	UBP1	0.1	0.751968030489394
ENSG00000153561	RMND5A	-0.2	0.122218282989889
ENSG00000153574	RPIA	-0.1	0.824657719247547
ENSG00000153707	PTPRD	0.1	0.762818663792342
ENSG00000153714	LURAP1L	0.1	0.544262692904574
ENSG00000153721	CNKSR3	0.2	0.671269950040769
ENSG00000153767	GTF2E1	0.2	0.312512187637595
ENSG00000153774	CFDP1	0.1	0.866677045543146
ENSG00000153786	ZDHHC7	-0.2	0.346078359451237
ENSG00000153790	C7orf31	-0.1	0.849232923597887
ENSG00000153802	TMPRSS11D	0.5	0.0565117802063126
ENSG00000153814	JAZF1	0.4	0.239391160566785
ENSG00000153815	CMIP	-0.3	0.400745405397214
ENSG00000153823	PID1	0.7	0.0068292593250117
ENSG00000153832	FBXO36	-0.2	0.419306928525282
ENSG00000153879	CEBPG	0.5	5.60714899169215E-4
ENSG00000153904	DDAH1	0.4	0.0726963534467507
ENSG00000153922	CHD1	0.1	0.808032300365521
ENSG00000153923	CLCA3P	0.3	0.504779424464123
ENSG00000153933	DGKE	-0.1	0.925111933192646
ENSG00000153936	HS2ST1	-0.1	0.842542674791477
ENSG00000153944	MSI2	0.2	0.713338200328433
ENSG00000153975	ZUP1	0.1	0.721956461846226
ENSG00000153982	GDPD1	0.1	0.82672825908981
ENSG00000153989	NUS1	0.1	0.817017660691306
ENSG00000153993	SEMA3D	0.8	0.0214766010169894
ENSG00000154001	PPP2R5E	0.2	0.509695802041352
ENSG00000154040	CABYR	0.1	0.911592952870507
ENSG00000154059	IMPACT	0.3	0.304742454153712
ENSG00000154065	ANKRD29	-0.1	0.802483320329298
ENSG00000154079	SDHAF4	-0.1	0.879551943195633
ENSG00000154080	CHST9	-1.0	3.34500252036692E-5
ENSG00000154096	THY1	-0.3	0.494242480731864
ENSG00000154099	DNAAF1	0.1	0.905725740954577
ENSG00000154102	C16orf74	0.4	0.0355476064364504
ENSG00000154114	TBCEL	0.6	0.00159737536693744
ENSG00000154122	ANKH	-0.5	6.60740630858162E-4
ENSG00000154124	OTULIN	-0.3	0.121079069498059
ENSG00000154127	UBASH3B	0.5	0.0125873263666725
ENSG00000154134	ROBO3	0.2	0.678489333835374
ENSG00000154153	RETREG1	0.3	0.533032015961784
ENSG00000154174	TOMM70	0.3	0.109672925238773
ENSG00000154175	ABI3BP	-0.4	0.309604171741184
ENSG00000154188	ANGPT1	-1.2	1.0947297262287E-4
ENSG00000154217	PITPNC1	0.2	0.37631842670117
ENSG00000154227	CERS3	0.2	0.363786169195575
ENSG00000154229	PRKCA	-0.5	0.268310324538765
ENSG00000154237	LRRK1	-0.4	0.0363738063293742
ENSG00000154240	CEP112	-0.2	0.617966161788878
ENSG00000154263	ABCA10	0.2	0.765795036041879
ENSG00000154265	ABCA5	-0.3	0.329548945393679
ENSG00000154274	C4orf19	0.3	0.0180886702012254
ENSG00000154277	UCHL1	0.4	0.158131486640732
ENSG00000154305	MIA3	-0.2	0.30005920875145
ENSG00000154309	DISP1	-0.2	0.568521863513269
ENSG00000154310	TNIK	-0.3	0.311248306824338
ENSG00000154319	FAM167A	1.0	4.05829699004367E-5
ENSG00000154328	NEIL2	-0.1	0.858059669258315
ENSG00000154358	OBSCN	-0.4	0.185263267583771
ENSG00000154359	LONRF1	0.2	0.567303119510328
ENSG00000154370	TRIM11	0.1	0.707731403459104
ENSG00000154429	CCSAP	0.1	0.819953036626162
ENSG00000154447	SH3RF1	0.2	0.166572318197051
ENSG00000154451	GBP5	1.4	1.58899059162284E-8
ENSG00000154473	BUB3	0.2	0.287267278146526
ENSG00000154511	DIPK1A	-0.1	0.691397541058941
ENSG00000154518	ATP5MC3	0.1	0.769733468442464
ENSG00000154529	CNTNAP3B	-0.6	0.0306712124070853
ENSG00000154548	SRSF12	0.4	0.441929643276018
ENSG00000154556	SORBS2	0.2	0.452090546909091
ENSG00000154582	ELOC	0.2	0.211222725581459
ENSG00000154589	LY96	-0.6	0.0997154338157384
ENSG00000154639	CXADR	0.1	0.890125010449796
ENSG00000154640	BTG3	0.1	0.83916184521933
ENSG00000154645	CHODL	-0.3	0.482163308726847
ENSG00000154655	L3MBTL4	0.8	0.0204668790450442
ENSG00000154719	MRPL39	0.2	0.193169960341742
ENSG00000154734	ADAMTS1	0.4	0.0700109873628038
ENSG00000154736	ADAMTS5	0.2	0.610032880596527
ENSG00000154743	TSEN2	-0.1	0.774274488106843
ENSG00000154760	SLFN13	-0.5	0.0819193062462163
ENSG00000154764	WNT7A	0.2	0.370159644124412
ENSG00000154767	XPC	-0.4	0.00274327841372615
ENSG00000154781	CCDC174	0.1	0.883350621278816
ENSG00000154803	FLCN	-0.6	0.00710754258142339
ENSG00000154813	DPH3	0.3	0.0686699142974411
ENSG00000154814	OXNAD1	-0.3	0.211173064157395
ENSG00000154822	PLCL2	0.2	0.63678230508451
ENSG00000154845	PPP4R1	0.3	0.0231484483504513
ENSG00000154889	MPPE1	-0.3	0.0786888980690912
ENSG00000154914	USP43	0.1	0.703494039664927
ENSG00000154917	RAB6B	0.3	0.490139217077634
ENSG00000154930	ACSS1	-0.9	9.81265791244945E-4
ENSG00000154957	ZNF18	-0.2	0.356709899396132
ENSG00000155008	APOOL	-0.1	0.885022839075452
ENSG00000155016	CYP2U1	-0.3	0.201256805663491
ENSG00000155034	FBXL18	0.5	0.0138018110334124
ENSG00000155066	PROM2	-0.3	0.0541817336453456
ENSG00000155085	AK9	0.1	0.904317718022726
ENSG00000155090	KLF10	-0.2	0.366353235456841
ENSG00000155093	PTPRN2	-0.1	0.781078047955654
ENSG00000155096	AZIN1	0.3	0.0642206001203195
ENSG00000155097	ATP6V1C1	-0.1	0.511912716777653
ENSG00000155099	PIP4P2	-0.2	0.658406448724362
ENSG00000155100	OTUD6B	0.2	0.665944766245301
ENSG00000155111	CDK19	-0.3	0.404096408956557
ENSG00000155115	GTF3C6	0.3	0.0573879959987771
ENSG00000155158	TTC39B	-0.2	0.27801037410955
ENSG00000155189	AGPAT5	0.1	0.707499112065259
ENSG00000155229	MMS19	-0.1	0.779679531031609
ENSG00000155252	PI4K2A	-0.3	0.00451810549633373
ENSG00000155254	MARVELD1	-0.1	0.768095642570612
ENSG00000155256	ZFYVE27	0.2	0.30814852241115
ENSG00000155265	GOLGA7B	0.6	0.0934604440084295
ENSG00000155287	SLC25A28	-0.3	0.0646821144511382
ENSG00000155304	HSPA13	0.5	0.0171585062623089
ENSG00000155307	SAMSN1	-0.1	0.88445534906009
ENSG00000155313	USP25	-0.3	0.161183472660188
ENSG00000155324	GRAMD2B	0.6	2.38306341506276E-6
ENSG00000155329	ZCCHC10	0.1	0.750342081235188
ENSG00000155330	C16orf87	0.3	0.353006191479777
ENSG00000155363	MOV10	-0.2	0.0731967535196209
ENSG00000155366	RHOC	0.4	0.00109856484130909
ENSG00000155367	PPM1J	-0.3	0.251780846403736
ENSG00000155368	DBI	-0.1	0.78874429825511
ENSG00000155393	HEATR3	-0.1	0.72055802598153
ENSG00000155438	NIFK	0.2	0.265942076123725
ENSG00000155463	OXA1L	-0.3	0.143957168225596
ENSG00000155465	SLC7A7	0.3	0.379383095501068
ENSG00000155506	LARP1	-0.1	0.445124446256377
ENSG00000155508	CNOT8	-0.1	0.491270491817215
ENSG00000155561	NUP205	0.1	0.8317402042256
ENSG00000155592	ZKSCAN2	-0.3	0.302272127951793
ENSG00000155629	PIK3AP1	0.6	0.01866415142267
ENSG00000155636	RBM45	0.2	0.656589747232207
ENSG00000155660	PDIA4	0.1	0.370844940022588
ENSG00000155666	KDM8	-0.1	0.930994615829485
ENSG00000155729	KCTD18	0.1	0.716446965714242
ENSG00000155744	FAM126B	0.2	0.424207728840829
ENSG00000155755	TMEM237	0.2	0.43563762547871
ENSG00000155760	FZD7	0.1	0.905435837806403
ENSG00000155792	DEPTOR	-0.7	0.00680108887184815
ENSG00000155827	RNF20	-0.1	0.863496511279108
ENSG00000155846	PPARGC1B	0.1	0.850178098605751
ENSG00000155849	ELMO1	0.3	0.415407496945101
ENSG00000155850	SLC26A2	0.4	0.0362539387016167
ENSG00000155858	LSM11	0.1	0.886988886783357
ENSG00000155868	MED7	0.2	0.583593372055595
ENSG00000155893	PXYLP1	-0.2	0.392367543057068
ENSG00000155903	RASA2	0.3	0.109937581460529
ENSG00000155906	RMND1	0.2	0.656317139819573
ENSG00000155918	RAET1L	2.0	2.72643865090651E-27
ENSG00000155957	TMBIM4	0.3	0.465114829263461
ENSG00000155959	VBP1	0.4	0.0624488608321415
ENSG00000155962	CLIC2	0.6	0.150839267275585
ENSG00000155970	MICU3	0.1	0.86495108874251
ENSG00000155975	VPS37A	0.1	0.671974845405672
ENSG00000156011	PSD3	-0.2	0.50083227366517
ENSG00000156026	MCU	0.1	0.755584103188878
ENSG00000156030	MIDEAS	-0.1	0.624091334316341
ENSG00000156042	CFAP70	-0.1	0.840694324399426
ENSG00000156110	ADK	0.3	0.0764432851057442
ENSG00000156113	KCNMA1	0.4	0.363599479848074
ENSG00000156127	BATF	-0.2	0.65147501520144
ENSG00000156162	DPY19L4	0.2	0.535836731242913
ENSG00000156170	NDUFAF6	0.1	0.746356065471715
ENSG00000156171	DRAM2	-0.2	0.282900482202339
ENSG00000156172	C8orf37	0.1	0.837982324493518
ENSG00000156218	ADAMTSL3	0.3	0.493072414822723
ENSG00000156232	WHAMM	-0.2	0.526957643403143
ENSG00000156239	N6AMT1	0.1	0.692872669425333
ENSG00000156253	RWDD2B	0.2	0.465861484244514
ENSG00000156256	USP16	0.2	0.571247790818337
ENSG00000156261	CCT8	0.1	0.585836533337856
ENSG00000156265	MAP3K7CL	0.3	0.4510174675874
ENSG00000156284	CLDN8	-0.5	0.267575792563976
ENSG00000156298	TSPAN7	-0.5	0.162456077090843
ENSG00000156299	TIAM1	0.4	0.251536446379721
ENSG00000156304	SCAF4	-0.1	0.571155556054563
ENSG00000156313	RPGR	0.1	0.90119559280273
ENSG00000156345	CDK20	-0.2	0.449989757150829
ENSG00000156374	PCGF6	-0.1	0.797819103068615
ENSG00000156381	ANKRD9	-0.2	0.352972403076815
ENSG00000156384	SFR1	0.6	0.017548876617636
ENSG00000156398	SFXN2	-0.3	0.624199971391741
ENSG00000156411	ATP5MJ	0.1	0.470527382041777
ENSG00000156413	FUT6	-0.3	0.408612317597236
ENSG00000156414	TDRD9	-0.1	0.883231943140013
ENSG00000156453	PCDH1	-0.2	0.102239706576144
ENSG00000156463	SH3RF2	0.5	2.09984663045222E-4
ENSG00000156467	UQCRB	0.1	0.735387841279158
ENSG00000156469	MTERF3	-0.2	0.477287967092173
ENSG00000156471	PTDSS1	-0.3	0.0307258479357385
ENSG00000156475	PPP2R2B	-0.4	0.264068223619399
ENSG00000156482	RPL30	0.1	0.505281852295689
ENSG00000156500	PABIR3	-0.1	0.840694324399426
ENSG00000156502	SUPV3L1	-0.1	0.854596216756311
ENSG00000156504	PABIR2	0.1	0.889471701138654
ENSG00000156508	EEF1A1	-0.1	0.819143404562166
ENSG00000156515	HK1	-0.3	0.00968190989502027
ENSG00000156521	TYSND1	-0.7	1.041854379035E-5
ENSG00000156531	PHF6	0.1	0.886369030027414
ENSG00000156535	CD109	-0.4	0.00140529402512464
ENSG00000156587	UBE2L6	-0.4	0.00704900201158075
ENSG00000156603	MED19	0.1	0.86123743990599
ENSG00000156639	ZFAND3	0.2	0.256721818635143
ENSG00000156642	NPTN	0.1	0.727889436786598
ENSG00000156650	KAT6B	-0.2	0.351023851830311
ENSG00000156671	SAMD8	0.1	0.795749208566267
ENSG00000156675	RAB11FIP1	0.6	1.45889845383091E-4
ENSG00000156697	UTP14A	0.1	0.835000295461104
ENSG00000156711	MAPK13	0.2	0.34618134602998
ENSG00000156787	TBC1D31	-0.1	0.75948661430624
ENSG00000156795	NTAQ1	-0.1	0.908806528227079
ENSG00000156802	ATAD2	-0.4	0.0370456454478226
ENSG00000156804	FBXO32	-1.2	6.31950902371945E-25
ENSG00000156831	NSMCE2	0.1	0.824881662027174
ENSG00000156853	ZNF689	-0.3	0.19358243073126
ENSG00000156858	PRR14	-0.1	0.791673487862225
ENSG00000156860	FBRS	0.2	0.50085365955526
ENSG00000156869	FRRS1	-0.2	0.692048498196395
ENSG00000156873	PHKG2	-0.2	0.512916124113769
ENSG00000156875	MFSD14A	0.1	0.888509287461716
ENSG00000156876	SASS6	0.1	0.820093416679182
ENSG00000156928	MALSU1	-0.1	0.863496511279108
ENSG00000156931	VPS8	-0.1	0.741625814967074
ENSG00000156966	B3GNT7	0.1	0.833771778465318
ENSG00000156968	MPV17L	-0.3	0.576986644930066
ENSG00000156973	PDE6D	-0.1	0.866453074061803
ENSG00000156976	EIF4A2	-0.1	0.79553911813739
ENSG00000156983	BRPF1	0.1	0.776685484725936
ENSG00000156990	RPUSD3	-0.1	0.579078658024286
ENSG00000157014	TATDN2	-0.2	0.537147937996146
ENSG00000157020	SEC13	0.2	0.303888071672312
ENSG00000157021	CIBAR1P1	0.1	0.9340677762425
ENSG00000157036	EXOG	0.1	0.911503064787897
ENSG00000157045	NTAN1	0.1	0.647437120886104
ENSG00000157064	NMNAT2	-0.1	0.881479860275484
ENSG00000157106	SMG1	-0.2	0.294401769307721
ENSG00000157107	FCHO2	0.1	0.67320309595518
ENSG00000157110	RBPMS	-0.2	0.169731560563557
ENSG00000157111	TMEM171	0.2	0.582472234192845
ENSG00000157150	TIMP4	-0.1	0.826053517152454
ENSG00000157168	NRG1	0.4	0.153103579799826
ENSG00000157181	ODR4	0.2	0.473032327416923
ENSG00000157191	NECAP2	0.2	0.23274020716473
ENSG00000157193	LRP8	-0.4	0.204940240308632
ENSG00000157212	PAXIP1	-0.2	0.597163278481327
ENSG00000157216	SSBP3	0.5	0.0859876225898196
ENSG00000157224	CLDN12	0.2	0.396314213238007
ENSG00000157240	FZD1	-0.2	0.497503620231902
ENSG00000157326	DHRS4	-0.1	0.886302712900758
ENSG00000157349	DDX19B	0.1	0.705720796193133
ENSG00000157350	ST3GAL2	-0.3	0.172548191128234
ENSG00000157368	IL34	-0.2	0.641642397756428
ENSG00000157379	DHRS1	0.3	0.0669521491180776
ENSG00000157388	CACNA1D	-0.8	0.0180309785136752
ENSG00000157483	MYO1E	0.3	0.0104519445966041
ENSG00000157500	APPL1	0.1	0.879167173614768
ENSG00000157510	AFAP1L1	-0.2	0.364088927219406
ENSG00000157514	TSC22D3	-0.8	3.40397927365464E-12
ENSG00000157538	VPS26C	-0.1	0.673776288111109
ENSG00000157540	DYRK1A	0.1	0.883231943140013
ENSG00000157551	KCNJ15	0.1	0.622651809474674
ENSG00000157554	ERG	-0.4	0.284390807863384
ENSG00000157557	ETS2	-0.7	2.05743561116347E-10
ENSG00000157593	SLC35B2	-0.1	0.321197611281762
ENSG00000157600	TMEM164	-0.3	0.37143717649531
ENSG00000157601	MX1	0.3	0.355748008298739
ENSG00000157613	CREB3L1	0.5	0.00583919293308725
ENSG00000157617	C2CD2	-0.1	0.760616464371233
ENSG00000157625	TAB3	0.3	0.168499571018483
ENSG00000157653	C9orf43	-0.2	0.639901943952328
ENSG00000157657	ZNF618	-0.1	0.908023642257895
ENSG00000157680	DGKI	0.3	0.469146593669406
ENSG00000157693	TMEM268	-0.2	0.437573992938466
ENSG00000157703	SVOPL	-0.3	0.418996836731602
ENSG00000157741	UBN2	-0.1	0.91518485191851
ENSG00000157764	BRAF	0.1	0.85319968124139
ENSG00000157765	SLC34A2	-0.6	0.0751595478636203
ENSG00000157782	CABP1	0.3	0.565972572719013
ENSG00000157796	WDR19	-0.3	0.293454995512773
ENSG00000157800	SLC37A3	0.2	0.30005920875145
ENSG00000157827	FMNL2	-0.3	0.0767905857229086
ENSG00000157833	GAREM2	0.1	0.809084318961412
ENSG00000157869	RAB28	0.1	0.881743706639897
ENSG00000157870	PRXL2B	-0.2	0.11035496359682
ENSG00000157873	TNFRSF14	-0.4	0.0255233369606507
ENSG00000157881	PANK4	-0.3	0.0383923276203067
ENSG00000157895	C12orf43	0.3	0.186389323519598
ENSG00000157911	PEX10	-0.1	0.726281873878693
ENSG00000157916	RER1	0.2	0.230040345302142
ENSG00000157933	SKI	-0.1	0.877604710391958
ENSG00000157978	LDLRAP1	-0.5	1.27730496994008E-5
ENSG00000157992	KRTCAP3	-0.3	0.062204015053855
ENSG00000158006	PAFAH2	0.4	0.00322183651311926
ENSG00000158014	SLC30A2	0.6	0.0872620350745397
ENSG00000158023	CFAP251	0.1	0.456706789534495
ENSG00000158042	MRPL17	0.1	0.505281852295689
ENSG00000158050	DUSP2	-0.2	0.66101906868405
ENSG00000158055	GRHL3	0.7	2.99883735931418E-4
ENSG00000158062	UBXN11	-0.2	0.417252876260463
ENSG00000158079	PTPDC1	-0.2	0.632215436598328
ENSG00000158089	GALNT14	-0.2	0.382387001688065
ENSG00000158092	NCK1	0.1	0.58533540722196
ENSG00000158106	RHPN1	-0.2	0.557209090716006
ENSG00000158113	LRRC43	-0.2	0.666822406776976
ENSG00000158122	PRXL2C	0.1	0.83699904091289
ENSG00000158125	XDH	0.4	0.0180748493204496
ENSG00000158156	XKR8	-0.1	0.706355586088999
ENSG00000158158	CNNM4	-0.4	0.0264487292778329
ENSG00000158161	EYA3	0.4	0.104591668441437
ENSG00000158163	DZIP1L	0.2	0.772756991946516
ENSG00000158169	FANCC	-0.1	0.874730194609612
ENSG00000158186	MRAS	0.2	0.356019833765907
ENSG00000158201	ABHD3	0.1	0.875257200708207
ENSG00000158220	ESYT3	0.3	0.507303957786221
ENSG00000158234	FAIM	0.4	0.045859023110018
ENSG00000158246	TENT5B	-0.1	0.880243364972137
ENSG00000158290	CUL4B	-0.2	0.160478793609199
ENSG00000158296	SLC13A3	-0.3	0.571537527134904
ENSG00000158315	RHBDL2	0.5	1.21464248292671E-5
ENSG00000158321	AUTS2	-0.1	0.695137090000614
ENSG00000158352	SHROOM4	-0.6	0.0910142668669455
ENSG00000158373	H2BC5	-0.2	0.362702106547983
ENSG00000158406	H4C8	-0.2	0.773454146606728
ENSG00000158417	EIF5B	0.1	0.808756066223092
ENSG00000158423	RIBC1	-0.3	0.4510174675874
ENSG00000158435	CNOT11	0.1	0.706906438584494
ENSG00000158457	TSPAN33	-0.6	0.0541716325437845
ENSG00000158467	AHCYL2	0.1	0.545172405334691
ENSG00000158470	B4GALT5	0.3	0.163514195492923
ENSG00000158473	CD1D	-0.5	0.104118135105163
ENSG00000158480	SPATA2	-0.1	0.774274488106843
ENSG00000158483	FAM86C1P	-0.1	0.92750106383188
ENSG00000158526	TSR2	0.2	0.236933651342154
ENSG00000158604	TMED4	-0.1	0.689273623963697
ENSG00000158615	PPP1R15B	0.1	0.833936401865668
ENSG00000158623	COPG2	-0.3	0.104937367651951
ENSG00000158636	EMSY	-0.1	0.666884395787684
ENSG00000158669	GPAT4	0.1	0.415407496945101
ENSG00000158691	ZSCAN12	0.1	0.730407566149879
ENSG00000158710	TAGLN2	0.3	0.00240395228724464
ENSG00000158711	ELK4	-0.1	0.741633717053615
ENSG00000158715	SLC45A3	0.3	0.38425363485802
ENSG00000158716	DUSP23	-0.9	6.24438633921858E-16
ENSG00000158717	RNF166	-0.3	0.159469934772134
ENSG00000158747	NBL1	-0.1	0.591342477642277
ENSG00000158769	F11R	0.1	0.625773831428036
ENSG00000158792	SPATA2L	0.5	0.00954944609088326
ENSG00000158796	DEDD	0.1	0.583755814308106
ENSG00000158806	NPM2	-0.6	0.0412627466294464
ENSG00000158813	EDA	-0.7	0.0419515078433864
ENSG00000158825	CDA	0.2	0.141515068707807
ENSG00000158828	PINK1	-0.3	0.0706161193228932
ENSG00000158850	B4GALT3	0.1	0.722644570353339
ENSG00000158856	DMTN	0.2	0.270707302222331
ENSG00000158863	FAM160B2	0.1	0.420454455836242
ENSG00000158966	CACHD1	-0.3	0.185263267583771
ENSG00000158985	CDC42SE2	-0.2	0.360506685134858
ENSG00000159023	EPB41	-0.1	0.642386549687963
ENSG00000159055	MIS18A	0.1	0.752944810484644
ENSG00000159063	ALG8	-0.1	0.684713932942344
ENSG00000159069	FBXW5	-0.1	0.514597154800061
ENSG00000159086	PAXBP1	-0.3	0.166000279442435
ENSG00000159110	IFNAR2	0.1	0.868079661087196
ENSG00000159128	IFNGR2	0.2	0.131438769901895
ENSG00000159131	GART	-0.1	0.700585804380203
ENSG00000159140	SON	-0.1	0.490408757014672
ENSG00000159164	SV2A	-0.9	0.00825613228845689
ENSG00000159166	LAD1	0.1	0.403089093565898
ENSG00000159176	CSRP1	0.8	2.32200571192409E-9
ENSG00000159199	ATP5MC1	0.1	0.684673533316573
ENSG00000159200	RCAN1	0.2	0.105024755341238
ENSG00000159202	UBE2Z	0.2	0.251688282890475
ENSG00000159208	CIART	0.1	0.802297646048747
ENSG00000159210	SNF8	0.2	0.419135366365217
ENSG00000159212	CLIC6	0.3	0.325328333147586
ENSG00000159214	CCDC24	0.1	0.700369848757238
ENSG00000159228	CBR1	-0.7	1.18857205284767E-9
ENSG00000159231	CBR3	-0.2	0.734357972903362
ENSG00000159247	TUBBP5	0.2	0.60638102665077
ENSG00000159256	MORC3	0.1	0.762948768728549
ENSG00000159259	CHAF1B	-0.1	0.923802916432279
ENSG00000159263	SIM2	0.4	0.308798478913282
ENSG00000159267	HLCS	-0.1	0.858138481943919
ENSG00000159314	ARHGAP27	0.3	0.0809674391861932
ENSG00000159322	ADPGK	0.1	0.744474862442263
ENSG00000159335	PTMS	-0.1	0.860058217647932
ENSG00000159346	ADIPOR1	-0.1	0.587518637688299
ENSG00000159352	PSMD4	0.2	0.0684184298956211
ENSG00000159363	ATP13A2	0.3	0.0312712344205239
ENSG00000159374	M1AP	0.1	0.889488761229691
ENSG00000159377	PSMB4	0.2	0.225317372000444
ENSG00000159387	IRX6	-0.5	0.234674254597939
ENSG00000159388	BTG2	-0.2	0.133078961834861
ENSG00000159403	C1R	-0.5	0.230441315437945
ENSG00000159423	ALDH4A1	-0.2	0.552771198240518
ENSG00000159433	STARD9	0.4	0.307800030393973
ENSG00000159445	THEM4	-0.1	0.691289751176393
ENSG00000159450	TCHH	-1.4	1.0969304352713E-7
ENSG00000159459	UBR1	0.3	0.126720463896956
ENSG00000159461	AMFR	-0.2	0.227435873540181
ENSG00000159479	MED8	0.2	0.366287688792794
