Gene ID	Gene Name	SRR12168547	SRR12168546	SRR12168545	SRR12168544	SRR12168543	SRR12168542	SRR12168541	SRR12168540	SRR12168539	SRR12168538	SRR12168537	SRR12168536
ENSG00000201135	RNU6-777P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201136	RNU6-353P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201140	RN7SKP128	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201142	RNU1-151P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201143	SNORD115-42	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201145	RNA5SP175	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201148	RNA5SP42	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201151		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201153	RNU6-371P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201155	RNU1-24P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201157	SNORA62	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201160	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201161	RN7SKP10	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201162	RNU6-454P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201164	RNU4-36P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201165	RNU6-1229P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201168	RNA5SP368	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201170	RNU1-132P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201176	RNU6-853P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201178	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201179	RNU6-1322P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201180	RNU6-115P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201182	RNU6-670P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201183	RNVU1-3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201184	RNU4-68P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201185	RNA5SP202	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201186	RNU4-33P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201196	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201198	RNU6-879P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201201	RN7SKP118	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201207	Y_RNA	0	1	0	0	0	0	0	0	0	0	0	1
ENSG00000201208	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201209	SNORD42	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201210	RNA5SP139	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201216	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201217	Y_RNA	1	0	0	0	0	0	0	1	0	0	0	0
ENSG00000201218	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201221	RNU4-40P	0	0	0	0	1	0	2	0	0	0	0	0
ENSG00000201223	RNU6-1305P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201228	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201229	SNORA63D	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201231	RNU4-50P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201239	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201240	SNORD114-9	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201241	RNU6-978P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201242	RNY1P1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201243	RNU6-654P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201245		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201247	SNORD114-13	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201253	RNU4-10P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201255	RNU6-990P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201260	RNU6-1075P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201263	SNORD114-6	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201264	SNORD73B	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201270	RNU6-755P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201271	RNU1-112P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201273	RNU6-776P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201274	RNA5SP192	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201277	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201279	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201282	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201285	RNA5SP524	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201287	RN7SKP171	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201288	RNU6-1047P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201289	RN7SKP76	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201291	RNU1-34P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201292	RNU6-153P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201294	RNU6-1019P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201296	RNU4-41P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201297	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201298	RNU6-1164P	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000201300	SNORD115-27	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201301	RNA5SP130	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201302	SNORA65	0	1	0	1	1	1	0	0	0	0	0	0
ENSG00000201308	RNU6-512P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201309	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201311	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201312	RNA5SP72	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201314	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201315	RN7SKP227	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201316		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201317	RNU4-59P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201318	SNORD114-30	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201321	RNA5S9	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201324	RNU6-361P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201325	RNA5SP142	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201326	SNORD115-22	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201329	U3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201330	SNORD32B	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201331	SNORD115-23	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201339	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201340	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201341	RNU6-421P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201342	RNU4-38P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201343	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201346	U3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201347	RNA5SP69	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201348	RNU105B	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201351	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201354	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201355	RNA5S14	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201356	RNA5SP500	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201358	RN7SKP193	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201361	RNA5SP433	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201363	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201364	RN7SKP37	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201365	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201367	RNU6-522P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201368	U3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201370	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201371	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201372	RNU6-1251P	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000201376	SNORA70	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201377	RNY4P23	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201379	RNU4-76P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201382	RNU6-558P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201384		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201386	RNU6-1163P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201388	SNORA68B	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000201390	RNU6-1141P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201392	RNU6-1078P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201393	SNORA71	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201394	RNA5SP140	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201395	RN7SKP257	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201398	U8	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201403	SNORD14B	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201405	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201407		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201410		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201412	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201413	RNA5SP141	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201415	RNA5SP204	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201420	RNA5SP512	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201421	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201423	RN7SKP246	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201426	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201428	RN7SKP71	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201431	RNU6-1277P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201432	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201433	RNU6-335P	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000201435	RNU4-24P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201436	RNU6-660P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201439	RNU4-67P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201440	RNA5SP515	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000201441	RNU6-646P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201442	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201443	RNU6-309P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201444	RNU6-1082P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201447	RNA5SP509	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201448	SNORA63C	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000201451	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201452	RNU6-1317P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201457	SNORA55	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201458	RNU4-4P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201464	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201465		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201466	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201467		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201469	RNA5SP379	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201470	RNY4P7	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201474	RNU6-164P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201476	RNA5SP353	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201482	SNORD115-17	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201483	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201487	SNORD45B	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201489	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201491	RNU4-75P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201492	RNA5SP78	1	0	1	0	0	0	0	0	0	0	0	0
ENSG00000201493	RNU1-141P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201496	RN7SKP275	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201498	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201499	RNU6-312P	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201500		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201501	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201502		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201510	RN7SKP217	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201511	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201512	SNORA71C	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201516		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201517	RNU6-707P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201518	RNA5SP513	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201519	RNU6-645P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201523	RNA5SP205	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201524	RNU6-450P	0	0	0	1	0	0	1	0	1	0	0	0
ENSG00000201527	RNA5SP478	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201529	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201532	RNA5SP194	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201533	RN7SKP237	0	0	3	0	0	0	0	0	0	0	0	0
ENSG00000201535	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201541		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201542	SNORA62	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201544	SNORA16B	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201545	RNU4-85P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201547	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201548	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201549	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201550	RNU6-726P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201554	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201555	Y_RNA	0	0	1	1	0	1	0	2	0	0	0	1
ENSG00000201557	SNORD114-15	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201558	RNVU1-6	0	0	1	0	1	0	0	0	0	0	0	0
ENSG00000201560	RNU6-973P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201563	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201564	RN7SKP50	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201565	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201566	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201567	RNA5SP510	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201569	SNORD114-17	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201570	RNU4-56P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201573	Y_RNA	0	0	0	0	1	0	0	1	0	0	0	0
ENSG00000201574	RNU1-93P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201579	RNU6-343P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201581	RN7SKP78	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201583	RN7SKP191	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201584	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201586	RNU6-593P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201588	RNA5S2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201591	RNU6-99P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201592		0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000201594	RNA5SP517	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201595	RNA5SP132	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201596	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201598	RNU6-219P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201600	RN7SKP124	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201602	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201604	RNU6-740P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201607	RNU4-16P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201608	RNU4-42P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201609	RNU4-28P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201610	RNA5SP84	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201612	RN7SKP15	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201613	RNU6-200P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201616	RNU1-91P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201618	RNA5SP505	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201619		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201620	RNA5SP51	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201622	RNU6-621P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201623	RNU6-923P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201624	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201627	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201628	RNU4-7P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201633	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201634	SNORD115-48	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201635	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201638	RNY4P16	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201640	RN7SKP28	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201641	RNU6-1187P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201642	RNU6-865P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201643	SNORA14A	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201644	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201648	RNU4-91P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201649	RNY4P34	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000201654	RNU6-7	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000201658	RNU6-283P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201659	RNU12-2P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201660		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201662	RNU6-60P	0	0	1	0	1	0	0	0	0	0	0	0
ENSG00000201663	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201665	RN7SKP6	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201666		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201668	Y_RNA	0	0	1	1	0	0	0	0	0	0	0	0
ENSG00000201671	RNA5SP90	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201672	SNORD113-4	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201674	U3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201675	SNORD32A	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201676	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201679	SNORD115-15	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201680	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201683	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201684	RN7SKP239	0	0	0	0	0	0	1	0	0	0	0	1
ENSG00000201687	RNU6-1107P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201689	SNORD114-29	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201690	RNY1P2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201695	RNA5SP334	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201699	RNVU1-24	1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000201700	SNORD113-3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201701		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201704	RNA5SP396	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000201707	RNU6-818P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201708	RNA5SP359	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201709	RNU6-686P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201710		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201711	RNU6-1303P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201713	RNA5SP125	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201715	RN7SKP133	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201723	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201724	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201725	RNU6-304P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201727	RNA5SP173	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201728	RNA5SP479	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201733		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201736	RNA5SP160	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201737	RNU1-133P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201741	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201742	RNU6-563P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201744	RNU6-34P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201746	RNU6-828P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201747	RNU6-534P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201749	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201752	RNU6-119P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201754	SNORD52	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201756	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201758	RN7SKP55	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201761	RNU6-336P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201763	RNA5SP267	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201766	RNA5SP302	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201770	RNU6-384P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201772	SNORA5C	3	1	3	1	1	0	3	4	0	0	2	0
ENSG00000201774	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201775	RNU6-1325P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201778	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201780	RNU6-275P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201782	RN7SKP226	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201785	SNORD117	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201786	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201788	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201789	RNU6-1071P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201790	RNA5SP189	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201791	SNORA63	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201793	RN7SKP9	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000201794	RN7SKP130	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201796	RNU6-392P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201800	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201801	RNU5E-4P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201805	RNU6-1180P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201806	RNU4-8P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201807		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201809	U8	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201810	U8	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201811	SNORA71	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201812	RNA5SP488	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201813	RNU6-915P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201815	RNU6-526P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201816	SNORA73	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201818	RNY4P17	0	0	0	0	1	2	0	0	0	0	0	0
ENSG00000201820	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201821	RNU4-9P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201822	RNA5SP149	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201823	SNORD48	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201825	RNU6-1131P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201826	RNU6-867P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201827		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201830	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201831	SNORD115-1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201839	SNORD114-3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201843	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0
